"","X","dateAdded","dateUpdated","name","reviews.date","reviews.dateSeen","reviews.doRecommend","reviews.numHelpful","reviews.rating","reviews.text","reviews.title","reviews.username","alexa","echo","exp_fun","exp_helpful","exp_educational","exp_information","exp_communicate","exp_travel","exp_entertain","exp_daily","exp_home","exp_morning","emo_love","emo_happy","emo_enjoy","emo_satisfied","emo_excited","mat_userfriendly","mat_feature","mat_battery","mat_warranty","mat_setup","mat_durable","aes_pretty","aes_beautiful","sum_exp","sum_exp_bin","sum_emo","sum_emo_bin","sum_mat","sum_mat_bin","sum_aes","sum_aes_bin","date"
"3200",3200,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2016-08-03T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,5,"i got to say that love it!! makes it easier to play music without pairing any device to it and perfect sound for my needs.","Smart speaker on the go!!","Janfer",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2016
"3201",3201,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-08-17T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z",TRUE,0,5,"Happy I bought this. Makes everything easier to control.","Use it every day.","eddylaura",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3202",3202,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-07-21T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-07-31T00:00:00Z,2017-08-01T00:00:00Z,2017-07-26T00:00:00Z",FALSE,0,3,"I wouldn't buy it again...the software doesn't seem as well integrated with the hardware on this machine. I also have an Echo and I don't have the same connectivity issues with it that I do with this. I liked the features available with this...portability mainly with a long battery life, but with plagued by connectivity issues I can't say I would recommend it. I have looked at reviews online since purchasing and have discovered I am not the only one that feels this way. The sound, when it is connected and responding, is amazing.","Not as great as the Echo","hulio5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2017
"3203",3203,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-04-07T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,4,"Great Bluetooth speaker with the added benefit of Alexa","Great Blutooth Speaker","MikeG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3204",3204,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-03-15T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,5,"My wife uses the Tap mostly to listen to music. She loves the fact that she can take it into aNY room of the house. No more having to turn up the sound to hear I'm different parts of the house.","Wife loves the TAP.","Tapmethis",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2017
"3205",3205,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-04-08T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-10T00:00:00Z,2017-05-02T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,5,"Great speaker and the sound is great. Use it every day. Love being able to use Alexa when attached to my network.","Excellent sound on this portable speaker","Werda64",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017
"3206",3206,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-01-28T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,4,"Got this for the family and we all love it. Great gift","Very good and fun","DaveGS",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"3207",3207,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-07-22T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-07-31T00:00:00Z,2017-08-01T00:00:00Z,2017-07-26T00:00:00Z",TRUE,0,5,"This little speaker has quickly become a family favorite for portability and music streaming. My kids have quickly learned that Alexa is their personal DJ when hooked up to the Amazon Prime Unlimited Music program. Battery life is great and sound quality is adequate for our purposes. Some audiophiles might not like the lack of bass, but it does the job for our family.","My kids know Alexa...","DaddyLife",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3208",3208,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2016-11-01T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,5,"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.","Great Portable Speaker & Fun","Ranger",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2016
"3209",3209,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2017-08-19T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z",TRUE,0,5,"Great tech works well highly recommended no issues","Great tech works well highly recommended no issues","Bubba62",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3210",3210,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2016-09-09T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,5,"Want to try one and Best Buy put up the best price. Th tap is good for usage on the wifi network. Use it to play music outside around the house.","Great Price on the Tap","Mainesnow",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2016
"3211",3211,"2017-01-04T03:51:17Z","2018-09-21T18:45:08Z","Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker","2016-10-07T00:00:00.000Z","2017-09-28T00:00:00Z,2017-09-08T00:00:00Z,2017-09-12T00:00:00Z,2017-08-31T00:00:00Z,2017-08-15T00:00:00Z,2017-05-02T00:00:00Z,2017-05-10T00:00:00Z,2017-06-03T00:00:00Z,2017-08-01T00:00:00Z",TRUE,0,4,"Fantastic sound from such a small speaker, excellent! Not as impressed with its other potential capabilities- more difficult to set those up & get all the various apps needed to do things like get weather, order items, etc.. Wish it came with more pre installed I guess.","Great sound from a little speaker, that's about it","Amblate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"3212",3212,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-03-03T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-03-05T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"I was initially going to just get the Amazon Kindle but I thought this gives me a tablet and a easy way to read books. I buy e-college texts. It has helped me so much!! I'm so happy I invested my money in this.","GREAT TABLET","gloria",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"3213",3213,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-01-23T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need? My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .","I finally did something smart","ScottyB",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,2017
"3214",3214,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-07-28T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-08-02T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"Bought an IPad and didn't like it. Returned it and got the Fire 10.1. This is my third Fire, love it....no.learning curve.","Yes!","Quiltslady",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"3215",3215,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-05-12T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"Love the bigger screen but do think this Fire HD 10TH runs a little slow. My last Fire HD was not as slow.","Good product","Sher",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3216",3216,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-01-28T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-03-23T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"I love my original Kindle Fire but the size and features on the latest Kindle are a plus","Awesome","Hiltonhead",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2017
"3217",3217,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-06-19T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"Just writing this review to get my points...This was a gift for my mother. I think she likes it fine.","Was a gift to replace a broken kindle","Kevobuy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3218",3218,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-07-02T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-07T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"Very satisfied. Use it daily while watching TV and other activites","Excellent","Grammy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2017
"3219",3219,"2017-03-03T16:56:05Z","2018-09-21T18:44:32Z","Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","2016-12-10T00:00:00.000Z","2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z",TRUE,6,5,"Even when I’m outside in bright sunlight, the words of the book I’m reading are still crystal clear. That alone makes the Kindle Oasis worth what it cost me.The Kindle Oasis wakes up in just seconds, and any book I choose instantly opens, ready to be read.It is the perfect size and isn’t heavy or bulky. I really do read for hours at a time. Sometimes I pace the floor while I read. Sometimes I’m on my elliptical machine when I read. And sometimes I’m sitting down. No matter what I’m doing, the Kindle Oasis remains comfortable to hold, and it is always easy on my eyes.When I receive a book that is in PDF, most of the time I can enlarge the words. If it won’t allow me to enlarge the words, I can change the orientation of the page and the words are automatically larger. I am able to make notes on the book if needed, and I can highlight words and/or passages.My merlot leather cover is attractive. When I flip it open, it is just like opening the cover of a book.How to Make the Battery LastOn the Kindle Oasis page, it says that its “dual-battery charging system delivers months of battery life.” This was a huge thing for me. Instead of having to charge my tablet almost every day, I would be able to read for months without charging the Kindle!Is this how my Oasis has performed? Well, not so much. There are conditions that have to be met for the charge on your Oasis to last for two months.First, you have to limit your reading to thirty minutes a day. That one is impossible for me. There are days that I am only able to read for thirty minutes, but they don’t occur very often. My Kindle goes everywhere with me, and I use just about every spare moment to read.Second, the wireless needs to be turned off. That one is easy to do but not always easy to remember. The only time the wireless needs to be on is to download one or more books.Third, this is based on your light setting at 10. That is way too low for me. I keep my light setting anywhere from 16 to 18.I don’t limit my reading to thirty minutes a day, and I try to remember to keep my wireless turned off. My light setting is kept anywhere from 16 to 18, and I put my Kindle to sleep the second I’m done reading. So how long does a single charge last me? Ten days is the longest a charge has lasted me so far, but it would have kept a charge for several more days if I had remembered to turn my wireless off. Once I succeed in keeping my wireless off, I will let you know how long the charge lasts.Now, I don’t plug it in to charge as soon as the charge on the cover gets low. I allow my cover charge to go as low as it will possibly go and then the Kindle battery will start to drain since it can no longer charge from the cover. I allow it to drain down to about 50% before I plug the cover and Kindle into my computer to charge.The one thing that surprised me was that everything on the Oasis is in black and white. For some reason, I thought that maybe the book covers would appear in color. But since I bought the Oasis to read books on, color isn’t needed.Special offers do appear on my screen but only when my Kindle is going to sleep or waking up. They aren’t a distraction, and to be honest, they are kind of fun to look at. You can pay a higher price so they won’t appear on your Kindle if you would rather not see them.I asked myself some questions once I had my Kindle and knew just how it worked. If I had known before I bought my Kindle Oasis that the charge wouldn’t last for months, would I still have bought it? Yes, I would have. If I had known that everything would appear in black and white, would I still have bought it? Yes, I would have.","Reasons I Love My Kindle Oasis","ljbinion",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,2016
"3220",3220,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-06-20T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"Got this laptop for an in-bound college student. Best option that I found.","Does what is needed","MarvintheMartian",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3221",3221,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-02-04T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"Love the tablet, not only for reading (upgrade from Kindle) but for searching the Internet, email, etc. And I can take it anywhere. Cheaper than an iPAD and does enough for what I need.","Easy to use","SummerDay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3222",3222,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-05-12T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"This tablet is certainly large which makes it cumbersome when reading in a reclining position. However, its terrific for reading or watching films on a plane, desk or otherwise sitting up.","Great tablet!","TabletQueen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3223",3223,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-01-18T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"I got the amazon Fire HD 10 for reading and other activities. It was very easy to set up. Netflix worked ok on it. It mostly works well, but there are limitations to the apps that are available. I tried it out for a while and then returned it for a Samsung S2 9.7.","Fun and Easy to Use","Turtle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2017
"3224",3224,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-08-05T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"Excellent value priced 10"" tablet. To bad Amazon killed it. I purchased it as a gift for my wife and she loves the size and quality of the display.","Nice large format tablet","mamengineer",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2017
"3225",3225,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-01-25T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-03-23T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"I bought this Tablet for my Wife. She uses it every day. It is very usefulto her. She uses it in place of a computer. She watches movies on it.The Graphics are excellent.","Excellent Tablet","Abner",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017
"3226",3226,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-06-19T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"Just writing this review to get my points...This was a gift for my mother. I think she likes it fine.","Was a gift to replace a broken kindle","Kevobuy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3227",3227,"2017-03-03T16:56:05Z","2018-09-21T18:44:32Z","Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","2016-08-05T00:00:00.000Z","2017-03-31T00:00:00Z,2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z",TRUE,1,5,"The new design, compared to my old kindle paperwhite and voyage, looked weird when I first got my Kindle Oasis. After I used it for a while (5 hours), I felt the design was kind of make sense. When I hold it with one hand (right hand), the centre of gravity position was right in my hand, so there was less change that I drop the kindle on my face(when I was laying on my bed, it happened a lot with my kindle voyage)","decent design","Zigpig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"3228",3228,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-01-18T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"I got the amazon Fire HD 10 for reading and other activities. It was very easy to set up. Netflix worked ok on it. It mostly works well, but there are limitations to the apps that are available. I tried it out for a while and then returned it for a Samsung S2 9.7.","Fun and Easy to Use","Turtle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2017
"3229",3229,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-05-17T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,5,"Great notepad! Huge screen and easily downloaded apps to use. Love it!","Huge screen!","Sgard",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3230",3230,"2017-03-03T16:56:05Z","2018-09-21T18:44:32Z","Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","2016-12-10T00:00:00.000Z","2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z",TRUE,0,4,"Easy to handle. Light weight. I like that it automatically shuts off when the cover is closed.","Good reader but expensive","gram",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
"3231",3231,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-08-11T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"had a problem with my purchase, but Best Buy made it good, they are very good!","Love my Fire HD 10","Casy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3232",3232,"2017-03-03T16:56:05Z","2018-09-21T18:44:32Z","Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","2017-06-03T00:00:00.000Z","2017-07-09T00:00:00Z,2017-07-07T00:00:00Z",TRUE,1,5,"The new Kindle is a great gift and fantastic entertainment idea.","Great entertainment","HVAChelp",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2017
"3233",3233,"2016-08-01T02:44:31Z","2018-09-21T18:44:32Z","Fire HD 10 Tablet, 10.1 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Silver Aluminum","2017-04-07T00:00:00.000Z","2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-07-08T00:00:00Z,2017-07-09T00:00:00Z,2017-08-19T00:00:00Z",TRUE,0,4,"Nice size works fine needs to weigh a little less.","Good product","Becky",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
"3234",3234,"2017-03-03T16:56:05Z","2018-09-21T18:44:32Z","Kindle Oasis E-reader with Leather Charging Cover - Merlot, 6 High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers","2016-05-27T00:00:00.000Z","2017-04-26T00:00:00Z,2017-05-10T00:00:00Z,2017-06-04T00:00:00Z,2017-07-07T00:00:00Z",TRUE,3,5,"This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.","Best Kindle Yet","RobDrob",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
